studio,primary_genre,genre_count,source_material,demographic,episodes,episode_length_min,animation_budget_tier,marketing_spend_tier,voice_cast_popularity,director_experience_years,studio_prior_hits,release_season,release_year,has_sequel_potential_arc,mal_rating,popularity_score,success_tier
Doga Kobo,Horror,2,Light Novel,Shounen,13,24,Medium,Low,5.78,8.0,5,Fall,2024,1,3.89,47.4,Flop
Production I.G,Adventure,1,Visual Novel,Shounen,24,24,Low,Low,6.57,8.1,8,Fall,2017,1,6.53,58.4,Average
Lerche,Adventure,1,Manga,Shounen,24,24,High,Low,2.28,12.6,5,Fall,2017,1,6.14,64.8,Average
Zero-G,Isekai,2,Light Novel,Josei,13,24,High,Medium,3.47,8.2,8,Winter,2021,0,6.51,60.4,Average
Silver Link,Supernatural,3,Web Novel,Josei,24,24,High,Low,4.25,6.2,3,Winter,2018,0,3.34,60.6,Flop
Silver Link,Romance,3,Manga,Shounen,25,12,High,Medium,6.58,3.5,4,Winter,2023,1,3.82,44.2,Flop
Trigger,Isekai,2,Game,Seinen,50,24,Medium,High,5.71,10.8,8,Summer,2019,0,9.65,87.5,Hit
Madhouse,Romance,1,Visual Novel,Shounen,24,24,Low,Medium,5.53,12.8,2,Fall,2023,0,6.04,60.6,Average
Diomedea,Adventure,3,Manga,Shounen,24,24,Low,Medium,1.06,10.8,4,Fall,2017,1,4.18,63.8,Flop
Studio Deen,Adventure,3,Web Novel,Shounen,25,24,Medium,Low,4.4,0.0,3,Fall,2015,1,2.53,25.6,Flop
CloverWorks,Psychological,2,Game,Seinen,26,12,Low,High,6.99,7.4,6,Spring,2015,1,8.84,81.8,Hit
Bones,Mystery,2,Game,Shoujo,50,24,Low,Low,4.01,16.0,9,Winter,2015,0,7.75,67.1,Hit
Madhouse,Mystery,2,Light Novel,Shoujo,24,24,Low,High,6.11,5.2,10,Spring,2017,0,10.0,98.1,Hit
ufotable,Adventure,3,Manga,Shounen,12,24,High,High,6.51,7.7,13,Winter,2016,1,9.55,100.0,Hit
Studio Deen,Isekai,1,Manga,Seinen,26,24,Low,High,7.04,10.9,5,Fall,2018,0,8.68,73.3,Hit
Studio Deen,Adventure,2,Original,Shounen,100,24,Low,Low,1.54,9.8,6,Fall,2022,0,6.32,62.5,Average
Pierrot,Supernatural,1,Light Novel,Seinen,25,24,Low,Medium,5.29,9.7,3,Winter,2020,1,7.88,81.8,Hit
Toei Animation,Sci-Fi,3,Manga,Shounen,12,12,Medium,Low,4.91,10.5,8,Spring,2022,1,8.24,68.9,Hit
Madhouse,Sci-Fi,3,Light Novel,Shounen,24,24,Low,Low,8.35,6.1,5,Spring,2024,1,5.35,56.2,Flop
Lerche,Isekai,2,Manga,Shounen,12,24,High,Low,5.57,7.7,3,Winter,2020,1,5.59,81.6,Average
Studio Deen,Supernatural,1,Light Novel,Shounen,13,24,Low,Medium,5.55,5.0,7,Fall,2018,0,4.77,58.3,Flop
Zero-G,Drama,2,Light Novel,Shounen,12,24,Low,Medium,5.89,7.2,2,Summer,2016,0,3.76,61.5,Flop
Silver Link,Mecha,1,Web Novel,Shoujo,13,24,Low,Low,4.06,10.6,5,Fall,2023,0,5.8,60.5,Average
A-1 Pictures,Slice of Life,2,Web Novel,Shounen,12,24,Low,Medium,4.74,10.3,10,Spring,2019,0,5.31,50.2,Flop
Diomedea,Action,2,Light Novel,Shounen,26,24,Medium,Medium,3.78,8.4,4,Fall,2024,1,5.07,53.2,Flop
A-1 Pictures,Horror,1,Web Novel,Seinen,26,12,High,Medium,4.35,7.8,10,Summer,2017,1,9.66,73.2,Hit
Trigger,Mecha,1,Manga,Seinen,26,24,Medium,Medium,6.85,7.7,5,Summer,2018,1,9.42,87.7,Hit
Sunrise,Mystery,3,Light Novel,Shoujo,24,24,Low,Medium,6.81,1.3,6,Winter,2017,1,7.42,67.5,Average
Silver Link,Romance,2,Light Novel,Shounen,26,24,Low,Low,6.23,8.7,6,Winter,2018,1,5.95,47.4,Flop
Sunrise,Horror,1,Manga,Seinen,25,24,Low,Medium,4.22,10.8,7,Fall,2021,1,7.88,76.2,Hit
Studio Deen,Psychological,1,Manga,Seinen,25,24,Medium,Medium,4.21,7.8,4,Winter,2017,1,7.74,72.8,Hit
Doga Kobo,Sci-Fi,3,Game,Shounen,12,24,Medium,Medium,5.82,7.3,8,Summer,2018,1,7.53,77.2,Hit
Trigger,Horror,2,Manga,Shounen,12,24,Low,Low,5.98,7.6,5,Fall,2016,1,6.41,59.2,Average
Silver Link,Slice of Life,2,Light Novel,Seinen,13,24,Medium,Low,3.69,2.2,3,Fall,2023,1,6.13,47.2,Average
Pierrot,Adventure,2,Original,Shounen,13,24,Medium,Low,5.87,6.3,6,Fall,2015,1,5.93,50.7,Average
Zero-G,Sports,3,Manga,Josei,25,24,Low,High,3.64,8.5,6,Winter,2017,0,5.6,42.6,Flop
WIT Studio,Sports,1,Web Novel,Shounen,12,24,High,Medium,8.17,11.8,8,Fall,2021,0,7.84,75.6,Hit
ufotable,Slice of Life,1,Web Novel,Shounen,12,24,Low,Low,4.76,8.8,7,Fall,2021,1,4.9,65.5,Average
Silver Link,Drama,1,Manga,Seinen,50,12,Medium,Medium,3.14,8.9,2,Spring,2017,1,6.03,48.2,Average
Zero-G,Sci-Fi,2,Light Novel,Shoujo,12,24,Medium,High,3.56,13.2,7,Fall,2015,1,7.68,85.4,Hit
Pierrot,Mystery,2,Original,Shounen,24,24,High,High,5.28,10.1,7,Fall,2023,1,10.0,94.9,Hit
Silver Link,Action,1,Light Novel,Shoujo,26,24,Low,Low,6.57,9.9,2,Fall,2017,0,4.16,42.9,Flop
Trigger,Action,1,Original,Seinen,100,24,Medium,Medium,6.76,9.1,3,Summer,2023,0,8.3,82.2,Hit
A-1 Pictures,Psychological,2,Original,Shounen,12,24,Medium,Low,6.57,11.5,12,Summer,2023,0,8.82,96.2,Hit
WIT Studio,Fantasy,3,Manga,Seinen,24,24,Low,Low,6.66,8.6,6,Winter,2024,1,8.0,84.6,Hit
Lerche,Romance,2,Web Novel,Seinen,100,24,Medium,High,4.18,9.3,7,Winter,2022,0,4.98,57.2,Flop
Silver Link,Mystery,3,Original,Shoujo,13,12,High,Low,4.41,9.3,5,Fall,2021,0,7.01,61.7,Average
Studio Deen,Psychological,2,Light Novel,Seinen,26,24,High,Low,4.53,0.0,4,Winter,2020,0,4.87,69.5,Average
Studio Deen,Slice of Life,3,Light Novel,Shounen,12,12,Medium,Low,2.68,7.1,9,Summer,2016,0,5.57,39.0,Flop
Toei Animation,Comedy,1,Game,Shounen,24,24,Medium,Medium,4.89,7.0,6,Spring,2017,1,5.07,47.5,Flop
Trigger,Adventure,3,Light Novel,Josei,24,24,Medium,Medium,5.99,14.4,9,Fall,2021,1,10.0,68.6,Hit
ufotable,Romance,1,Manga,Shounen,12,24,High,Low,5.84,7.6,6,Summer,2016,1,9.0,100.0,Hit
Lerche,Isekai,2,Manga,Shounen,50,24,Medium,Low,4.28,2.6,5,Winter,2017,0,6.53,61.7,Average
MAPPA,Mecha,3,Visual Novel,Shounen,13,24,Medium,Medium,6.24,8.0,9,Fall,2024,1,9.16,100.0,Hit
Trigger,Sci-Fi,3,Manga,Shounen,26,24,Medium,High,8.03,5.5,6,Summer,2015,0,9.37,100.0,Hit
MAPPA,Psychological,1,Light Novel,Shounen,12,24,Low,Medium,6.75,5.7,9,Fall,2024,1,7.45,80.6,Hit
CloverWorks,Supernatural,1,Manga,Seinen,13,12,Medium,Low,3.99,8.7,7,Summer,2020,1,6.2,51.5,Average
Kyoto Animation,Comedy,1,Web Novel,Seinen,12,24,Medium,Medium,6.79,11.5,9,Summer,2018,1,9.46,100.0,Hit
Studio Deen,Psychological,1,Manga,Seinen,12,24,Low,High,4.8,11.8,4,Summer,2015,1,5.43,63.6,Average
ufotable,Mecha,3,Visual Novel,Shoujo,24,24,High,Medium,6.43,4.8,8,Summer,2020,1,9.73,75.5,Hit
Production I.G,Supernatural,3,Game,Seinen,50,24,Low,Low,5.65,13.9,15,Fall,2016,0,6.95,62.4,Average
Madhouse,Romance,2,Original,Seinen,12,24,Low,Low,6.67,5.3,2,Fall,2022,0,7.37,84.9,Hit
Doga Kobo,Supernatural,1,Light Novel,Shounen,13,24,Low,Low,4.0,10.1,8,Winter,2020,0,5.82,41.5,Flop
Silver Link,Adventure,3,Light Novel,Shounen,12,24,Medium,Low,5.53,7.4,5,Summer,2019,0,3.16,46.9,Flop
Trigger,Slice of Life,3,Game,Seinen,12,24,High,Low,6.88,8.0,7,Fall,2015,0,10.0,71.4,Hit
WIT Studio,Horror,1,Original,Seinen,26,12,Low,Low,4.78,6.3,5,Spring,2023,0,7.99,80.2,Hit
Bones,Fantasy,2,Light Novel,Seinen,12,24,Medium,Low,10.0,5.6,9,Summer,2018,1,7.23,59.4,Average
Zero-G,Sports,1,Web Novel,Seinen,25,24,High,Medium,5.0,7.4,5,Winter,2015,0,5.52,89.7,Average
Silver Link,Sci-Fi,1,Light Novel,Josei,50,24,High,Medium,2.81,16.5,1,Winter,2019,0,3.31,31.4,Flop
Toei Animation,Sci-Fi,1,Original,Shoujo,24,12,Low,Medium,5.94,4.1,5,Spring,2017,0,7.04,66.3,Average
J.C.Staff,Sports,2,Web Novel,Shounen,25,24,Medium,Medium,5.36,11.3,5,Fall,2015,1,6.75,57.2,Average
A-1 Pictures,Romance,2,Original,Shounen,12,12,Medium,High,5.13,14.1,10,Summer,2015,1,10.0,93.0,Hit
Studio Deen,Sci-Fi,3,Light Novel,Shounen,12,24,Medium,High,3.55,6.5,6,Fall,2021,1,7.14,86.1,Hit
CloverWorks,Supernatural,2,Web Novel,Shounen,12,24,High,Medium,4.85,13.0,7,Summer,2018,0,8.39,69.6,Hit
Studio Deen,Drama,1,Web Novel,Seinen,24,24,Medium,Medium,5.5,3.7,4,Winter,2022,0,5.55,67.7,Average
Silver Link,Fantasy,2,Manga,Josei,12,24,Low,High,6.51,0.2,5,Fall,2020,1,4.39,28.8,Flop
Trigger,Fantasy,2,Web Novel,Shoujo,12,24,Medium,Medium,5.08,10.2,5,Winter,2018,1,9.08,88.9,Hit
Pierrot,Sci-Fi,1,Web Novel,Shounen,12,24,Low,Low,5.28,10.8,6,Summer,2019,1,3.47,32.9,Flop
ufotable,Mecha,3,Light Novel,Shounen,12,24,High,Low,8.55,4.7,4,Summer,2019,1,7.93,63.2,Hit
J.C.Staff,Horror,3,Original,Shounen,26,24,High,Medium,7.68,12.1,5,Winter,2016,1,8.65,100.0,Hit
Sunrise,Drama,2,Visual Novel,Seinen,13,24,Low,High,6.28,13.0,10,Winter,2018,0,9.5,100.0,Hit
Kyoto Animation,Adventure,1,Web Novel,Shoujo,12,24,High,Low,6.22,4.3,8,Spring,2019,0,9.11,100.0,Hit
Pierrot,Slice of Life,3,Visual Novel,Shounen,12,12,Medium,Medium,4.06,7.5,3,Fall,2024,1,7.33,83.6,Hit
Diomedea,Isekai,1,Manga,Seinen,13,24,Low,Medium,4.33,2.8,9,Spring,2022,0,6.15,65.3,Average
Madhouse,Supernatural,3,Light Novel,Seinen,24,24,High,Low,4.0,5.8,5,Spring,2018,1,7.31,71.6,Hit
Pierrot,Supernatural,3,Light Novel,Josei,100,24,Low,High,4.38,0.0,5,Spring,2020,1,6.44,41.3,Average
MAPPA,Adventure,1,Manga,Shounen,24,24,Low,Low,6.14,5.3,12,Summer,2015,0,8.22,98.1,Hit
Silver Link,Drama,3,Manga,Seinen,24,24,Low,Low,4.45,12.6,3,Spring,2023,0,3.57,25.3,Flop
CloverWorks,Drama,2,Light Novel,Seinen,12,12,High,Low,4.26,15.6,8,Fall,2015,0,8.71,85.3,Hit
MAPPA,Romance,2,Web Novel,Seinen,26,24,High,Low,6.93,9.9,7,Fall,2017,1,8.89,99.3,Hit
Doga Kobo,Romance,2,Manga,Josei,100,24,High,Low,3.84,8.3,5,Spring,2015,0,8.92,79.1,Hit
Toei Animation,Comedy,1,Manga,Shoujo,12,24,Medium,Medium,4.33,6.6,5,Fall,2018,0,6.26,66.4,Average
Pierrot,Slice of Life,2,Web Novel,Seinen,12,24,Low,High,5.9,12.9,8,Summer,2015,1,6.64,49.8,Average
ufotable,Isekai,3,Manga,Shounen,12,24,Low,Low,6.36,6.7,7,Fall,2019,1,9.53,100.0,Hit
J.C.Staff,Action,3,Web Novel,Shounen,50,24,High,Medium,2.79,9.2,2,Summer,2015,0,7.12,74.7,Hit
Doga Kobo,Sci-Fi,3,Original,Shounen,24,24,Medium,Medium,6.54,13.3,4,Winter,2023,0,8.22,87.5,Hit
Kyoto Animation,Isekai,1,Light Novel,Seinen,26,24,High,Low,3.82,2.9,6,Spring,2018,1,9.46,100.0,Hit
ufotable,Supernatural,3,Light Novel,Shounen,24,24,Medium,Low,5.64,9.8,8,Fall,2017,1,9.46,100.0,Hit
Toei Animation,Drama,1,Web Novel,Shoujo,12,12,High,Medium,4.55,6.8,7,Spring,2018,0,9.14,82.4,Hit
Diomedea,Drama,3,Manga,Shounen,12,24,Medium,Low,5.06,3.3,3,Fall,2017,1,2.25,36.7,Flop
Madhouse,Supernatural,1,Original,Josei,24,24,Medium,Low,7.61,5.7,3,Spring,2018,1,8.87,90.6,Hit
Production I.G,Horror,2,Manga,Josei,24,24,High,Medium,3.61,11.6,8,Summer,2022,0,9.27,91.9,Hit
Sunrise,Mecha,3,Original,Shounen,24,24,Medium,Low,5.76,7.6,13,Winter,2018,0,6.45,93.0,Hit
Production I.G,Isekai,1,Light Novel,Shoujo,12,24,High,Low,6.89,4.1,2,Winter,2019,0,9.08,87.6,Hit
Toei Animation,Romance,1,Web Novel,Shoujo,12,24,High,Low,5.23,0.5,6,Spring,2020,0,6.41,56.5,Average
Toei Animation,Psychological,1,Light Novel,Shoujo,24,24,Medium,Low,1.0,13.7,3,Winter,2017,0,7.25,69.8,Average
Studio Deen,Sports,2,Light Novel,Shoujo,13,12,High,Low,3.83,14.8,10,Summer,2022,1,7.5,69.4,Hit
Kyoto Animation,Slice of Life,1,Game,Shoujo,25,24,Low,Low,7.67,0.0,6,Summer,2022,1,7.69,62.3,Average
Madhouse,Slice of Life,1,Web Novel,Seinen,50,24,Medium,Low,5.78,5.8,13,Fall,2017,0,8.91,88.8,Hit
Madhouse,Isekai,3,Original,Shounen,12,24,Low,Medium,6.99,0.0,5,Fall,2020,0,8.62,100.0,Hit
CloverWorks,Drama,3,Light Novel,Seinen,12,24,Low,Medium,7.45,10.8,7,Winter,2018,0,6.74,53.0,Average
Kyoto Animation,Action,2,Manga,Seinen,24,24,Low,Medium,6.23,5.2,12,Spring,2017,0,8.66,100.0,Hit
Diomedea,Slice of Life,2,Light Novel,Josei,12,24,High,Low,2.08,8.9,2,Summer,2018,0,7.31,73.2,Hit
ufotable,Mystery,2,Manga,Shounen,12,24,Low,Medium,7.12,3.7,11,Winter,2019,0,8.91,100.0,Hit
Sunrise,Mystery,2,Manga,Shoujo,12,24,Low,Medium,6.62,4.7,7,Winter,2018,1,5.25,42.4,Flop
Doga Kobo,Comedy,3,Light Novel,Seinen,12,24,Medium,Low,4.57,2.6,5,Spring,2016,0,1.09,40.3,Flop
Toei Animation,Drama,2,Manga,Seinen,13,12,Medium,Low,5.04,7.2,4,Fall,2020,1,6.99,65.9,Average
Diomedea,Comedy,2,Light Novel,Seinen,13,24,High,Low,2.38,9.2,2,Spring,2015,0,5.28,53.8,Flop
Madhouse,Sports,2,Manga,Seinen,50,24,Medium,Medium,3.57,1.5,8,Summer,2018,1,9.85,96.1,Hit
Silver Link,Psychological,2,Web Novel,Seinen,12,24,Medium,Low,4.9,3.7,6,Spring,2022,0,5.2,69.7,Average
Toei Animation,Sports,3,Original,Shounen,24,24,Low,Low,4.83,11.4,5,Spring,2016,1,8.18,66.7,Hit
Madhouse,Sports,2,Manga,Shounen,26,12,High,High,4.74,18.6,6,Spring,2021,0,10.0,98.6,Hit
MAPPA,Mystery,1,Web Novel,Seinen,12,24,Medium,Low,3.42,3.3,10,Summer,2021,1,5.77,92.9,Average
Sunrise,Action,2,Light Novel,Seinen,26,24,Medium,High,5.7,11.0,6,Fall,2016,1,7.12,87.7,Hit
Lerche,Sports,1,Manga,Seinen,12,24,Medium,Medium,3.53,5.1,3,Summer,2020,0,4.49,71.7,Average
Studio Deen,Fantasy,2,Manga,Seinen,12,24,High,High,5.47,16.6,6,Summer,2022,1,7.17,70.9,Average
Studio Deen,Romance,2,Light Novel,Shounen,24,24,Medium,Low,4.88,8.9,2,Fall,2017,0,3.08,18.7,Flop
WIT Studio,Drama,3,Manga,Shounen,12,12,High,Low,2.96,4.1,8,Spring,2023,0,9.31,93.1,Hit
CloverWorks,Supernatural,1,Light Novel,Shounen,12,24,Low,Low,5.43,17.5,8,Winter,2017,0,8.36,98.2,Hit
A-1 Pictures,Horror,3,Manga,Josei,13,24,Low,Low,4.13,8.1,7,Spring,2015,1,6.54,70.1,Average
WIT Studio,Mystery,1,Web Novel,Shoujo,26,24,Medium,Medium,7.46,10.5,2,Fall,2017,1,9.82,100.0,Hit
MAPPA,Slice of Life,1,Web Novel,Shounen,100,24,Medium,High,7.07,10.9,6,Winter,2020,0,9.19,89.0,Hit
Silver Link,Adventure,1,Light Novel,Shounen,12,24,High,Low,3.94,5.9,1,Winter,2020,1,5.53,41.3,Flop
Pierrot,Sci-Fi,2,Manga,Shoujo,13,24,Medium,High,2.19,8.1,3,Winter,2015,0,6.69,68.7,Average
Toei Animation,Sports,1,Original,Shoujo,12,24,High,Low,5.81,6.4,4,Summer,2023,0,7.24,69.2,Average
Pierrot,Mecha,2,Manga,Seinen,12,24,High,High,6.45,5.0,3,Summer,2015,0,7.76,75.2,Hit
CloverWorks,Fantasy,1,Manga,Josei,50,24,High,Low,4.48,13.0,5,Summer,2017,1,9.09,100.0,Hit
Madhouse,Comedy,1,Web Novel,Shounen,12,24,High,Medium,6.79,3.9,5,Fall,2020,0,8.86,100.0,Hit
WIT Studio,Supernatural,3,Manga,Shounen,12,24,High,High,6.17,16.3,9,Spring,2022,0,9.8,100.0,Hit
Doga Kobo,Sports,2,Original,Shounen,12,24,High,Low,1.6,2.9,9,Spring,2021,1,5.55,48.6,Flop
CloverWorks,Mystery,2,Light Novel,Shounen,12,24,Low,Medium,5.58,10.0,10,Spring,2016,0,6.78,84.2,Hit
J.C.Staff,Slice of Life,2,Manga,Shoujo,24,24,Low,Low,6.21,10.3,7,Spring,2020,0,7.58,95.6,Hit
J.C.Staff,Mecha,2,Original,Seinen,50,24,Medium,Medium,1.95,3.9,7,Summer,2018,0,6.91,96.0,Hit
CloverWorks,Fantasy,3,Visual Novel,Seinen,26,24,Medium,Medium,5.41,3.0,2,Winter,2015,1,7.0,87.4,Hit
WIT Studio,Romance,2,Light Novel,Shoujo,12,24,Medium,Medium,5.53,2.7,4,Spring,2021,0,6.75,47.7,Average
Sunrise,Isekai,3,Manga,Seinen,13,12,Medium,Low,5.06,9.2,4,Spring,2016,1,7.6,77.8,Hit
Bones,Slice of Life,2,Original,Shounen,13,24,High,Low,5.54,13.4,7,Spring,2024,0,9.99,92.1,Hit
Studio Deen,Drama,3,Original,Seinen,26,24,Medium,Low,7.53,8.1,4,Fall,2021,0,6.7,72.9,Average
Lerche,Horror,2,Original,Shounen,100,24,High,Medium,4.11,10.2,5,Fall,2016,0,9.75,95.1,Hit
Trigger,Slice of Life,3,Web Novel,Seinen,25,24,High,Low,5.26,10.3,6,Summer,2020,1,7.8,87.6,Hit
A-1 Pictures,Sports,2,Light Novel,Shounen,13,24,Low,Low,7.14,9.8,7,Fall,2017,1,6.44,72.1,Average
Bones,Isekai,1,Web Novel,Shounen,13,24,Medium,High,7.5,1.0,9,Summer,2020,1,9.68,96.0,Hit
CloverWorks,Sports,3,Manga,Shounen,100,24,High,Medium,4.8,4.3,9,Summer,2022,1,7.65,93.8,Hit
WIT Studio,Supernatural,3,Manga,Shoujo,12,24,Low,Medium,6.38,6.3,6,Winter,2023,0,7.15,58.7,Average
WIT Studio,Romance,2,Original,Shounen,12,24,Low,Medium,4.8,3.2,10,Fall,2023,1,8.09,82.4,Hit
ufotable,Sports,3,Web Novel,Shounen,12,12,Low,Medium,6.76,9.1,11,Summer,2022,0,8.85,92.1,Hit
Pierrot,Psychological,1,Light Novel,Shoujo,12,12,Medium,Low,2.72,6.2,6,Summer,2017,0,4.26,55.6,Flop
WIT Studio,Adventure,3,Original,Shounen,100,24,Medium,Low,6.64,6.6,9,Spring,2023,0,8.26,79.4,Hit
Lerche,Mystery,3,Original,Shounen,12,24,Medium,High,3.87,9.8,4,Spring,2016,1,7.41,68.9,Hit
Pierrot,Sci-Fi,2,Web Novel,Shounen,12,12,Low,High,6.74,8.3,6,Summer,2020,0,6.18,54.6,Average
WIT Studio,Comedy,3,Original,Shounen,12,24,Medium,Medium,6.52,5.2,16,Summer,2021,1,9.97,87.8,Hit
Zero-G,Sports,3,Manga,Shoujo,12,24,Low,Medium,1.75,0.0,2,Spring,2017,1,4.77,28.3,Flop
Production I.G,Horror,2,Game,Shounen,13,24,Low,Low,4.62,9.7,8,Fall,2016,1,7.72,69.5,Hit
Trigger,Supernatural,3,Web Novel,Josei,13,24,Medium,Low,3.15,1.7,4,Winter,2024,1,5.04,67.3,Average
WIT Studio,Mecha,3,Game,Shounen,12,24,Low,Medium,6.93,11.5,6,Summer,2015,0,8.26,56.0,Average
Madhouse,Drama,3,Visual Novel,Shounen,24,24,Low,Medium,5.62,3.1,8,Fall,2018,0,8.95,97.0,Hit
ufotable,Comedy,2,Light Novel,Shounen,50,24,Medium,Medium,5.13,1.1,5,Fall,2024,1,10.0,96.1,Hit
Zero-G,Mecha,2,Web Novel,Josei,100,24,Low,High,4.65,7.6,7,Winter,2022,0,5.01,58.1,Flop
Diomedea,Slice of Life,1,Light Novel,Shoujo,12,24,High,Low,4.63,15.3,2,Spring,2022,1,3.89,50.5,Flop
Doga Kobo,Psychological,1,Manga,Shounen,12,12,Low,Medium,3.04,13.5,6,Winter,2019,0,7.38,84.9,Hit
Studio Deen,Isekai,1,Visual Novel,Seinen,12,24,Low,Low,5.44,15.3,4,Winter,2020,0,4.56,45.3,Flop
Doga Kobo,Drama,3,Web Novel,Seinen,13,24,High,High,6.76,8.2,7,Summer,2021,0,9.01,82.8,Hit
A-1 Pictures,Sports,3,Original,Seinen,12,12,Low,Medium,4.54,8.9,5,Summer,2023,1,8.81,100.0,Hit
CloverWorks,Slice of Life,2,Manga,Shounen,25,12,High,Low,7.07,9.3,13,Spring,2015,0,9.39,90.3,Hit
Trigger,Sports,1,Light Novel,Shounen,12,24,Low,Medium,5.28,11.2,6,Spring,2021,1,6.37,67.9,Average
Sunrise,Isekai,3,Light Novel,Shounen,24,24,Low,Medium,5.53,14.4,3,Fall,2024,0,2.49,45.5,Flop
WIT Studio,Drama,2,Light Novel,Josei,12,24,Low,Low,5.44,7.7,6,Winter,2017,1,8.07,76.7,Hit
Studio Deen,Supernatural,2,Manga,Shounen,13,24,Low,Low,4.71,11.9,5,Fall,2021,1,5.6,56.1,Average
J.C.Staff,Mystery,1,Original,Seinen,12,24,Medium,Medium,3.43,12.0,3,Winter,2015,0,1.82,34.3,Flop
Studio Deen,Sports,1,Web Novel,Seinen,24,24,Low,High,5.38,15.1,5,Spring,2024,0,5.55,67.5,Average
WIT Studio,Mystery,1,Light Novel,Shounen,100,24,Medium,High,6.11,7.9,5,Spring,2015,0,9.77,100.0,Hit
Madhouse,Supernatural,3,Manga,Shounen,50,24,High,High,6.13,4.2,12,Fall,2023,1,10.0,100.0,Hit
Studio Deen,Psychological,3,Manga,Shounen,100,12,Medium,High,4.78,12.8,4,Spring,2023,1,9.48,100.0,Hit
Silver Link,Sports,3,Light Novel,Seinen,12,24,Low,Medium,4.86,2.7,3,Summer,2022,1,6.35,47.7,Average
Pierrot,Isekai,1,Light Novel,Seinen,24,24,Medium,Low,5.21,5.3,2,Winter,2015,0,7.67,71.3,Hit
Madhouse,Slice of Life,1,Web Novel,Shounen,13,24,Low,Medium,4.71,0.8,8,Spring,2018,0,8.0,72.8,Hit
Diomedea,Horror,3,Light Novel,Shounen,13,24,Low,Medium,5.46,7.5,1,Winter,2019,1,5.56,86.3,Average
Trigger,Mystery,1,Manga,Seinen,12,24,Medium,Medium,6.09,5.6,10,Fall,2020,0,10.0,100.0,Hit
Sunrise,Sci-Fi,3,Manga,Seinen,26,24,Medium,Medium,6.64,7.7,4,Spring,2023,0,6.16,64.9,Average
Diomedea,Fantasy,1,Visual Novel,Josei,12,24,Low,Medium,4.32,7.4,2,Summer,2017,0,4.52,47.5,Flop
Bones,Psychological,2,Original,Shounen,12,24,Medium,Medium,7.22,10.5,9,Fall,2017,0,10.0,96.0,Hit
CloverWorks,Adventure,2,Manga,Shounen,50,24,High,Low,5.42,9.8,6,Fall,2016,0,9.0,85.4,Hit
Kyoto Animation,Action,2,Light Novel,Shounen,26,24,High,High,4.47,9.1,8,Winter,2021,1,9.99,87.0,Hit
MAPPA,Adventure,1,Game,Shounen,24,24,Low,High,9.03,5.7,8,Spring,2016,0,7.62,86.3,Hit
J.C.Staff,Horror,3,Manga,Shounen,12,24,High,Low,6.88,10.9,4,Summer,2021,0,8.13,100.0,Hit
Studio Deen,Drama,3,Web Novel,Shounen,25,24,High,Low,5.2,3.9,3,Spring,2024,0,6.91,72.0,Average
Pierrot,Drama,3,Manga,Seinen,26,24,Medium,Low,8.38,9.7,4,Summer,2024,0,6.98,56.6,Average
Studio Deen,Sci-Fi,1,Game,Shounen,50,24,High,High,3.82,15.7,3,Summer,2017,0,7.24,37.6,Average
Trigger,Horror,2,Original,Shounen,12,12,High,High,2.53,8.5,7,Winter,2022,0,6.65,89.6,Hit
CloverWorks,Fantasy,3,Manga,Seinen,12,24,High,Medium,3.77,0.0,5,Fall,2017,1,8.21,91.1,Hit
MAPPA,Adventure,3,Light Novel,Shounen,12,12,Medium,Low,5.53,14.6,10,Fall,2020,1,6.41,69.7,Average
Toei Animation,Adventure,1,Manga,Seinen,12,12,High,Medium,3.89,7.5,8,Spring,2020,0,8.05,100.0,Hit
A-1 Pictures,Action,3,Manga,Shounen,50,24,Low,Medium,5.21,9.9,6,Spring,2022,0,9.18,88.0,Hit
Studio Deen,Sci-Fi,1,Web Novel,Shounen,12,24,High,Low,4.66,13.1,6,Summer,2024,1,4.61,40.5,Flop
Studio Deen,Sports,2,Original,Shounen,25,12,Medium,High,3.7,8.0,9,Spring,2018,0,8.9,77.3,Hit
Trigger,Isekai,3,Light Novel,Josei,50,12,Low,Low,4.69,5.7,10,Winter,2017,1,7.73,62.9,Average
Production I.G,Action,2,Visual Novel,Seinen,12,12,Medium,Medium,6.5,16.7,8,Spring,2015,0,7.75,51.8,Average
Pierrot,Mecha,1,Manga,Shounen,25,24,Low,High,5.86,8.8,5,Winter,2019,0,8.75,81.0,Hit
A-1 Pictures,Sci-Fi,2,Visual Novel,Josei,12,12,Medium,Medium,6.11,9.8,8,Fall,2017,1,6.83,49.3,Average
Kyoto Animation,Supernatural,2,Original,Seinen,24,24,Medium,Low,5.89,8.4,9,Summer,2015,0,10.0,85.8,Hit
Silver Link,Psychological,2,Original,Seinen,12,24,Medium,Low,2.69,6.0,9,Spring,2018,1,5.98,55.2,Average
Lerche,Sci-Fi,2,Manga,Seinen,24,24,Medium,Low,3.24,3.8,7,Summer,2022,1,5.32,48.0,Flop
Diomedea,Horror,2,Original,Seinen,13,24,High,Medium,5.3,6.8,1,Summer,2020,1,4.28,57.3,Flop
Lerche,Adventure,1,Game,Seinen,24,24,High,Low,7.58,12.9,5,Fall,2015,0,7.87,68.2,Hit
Lerche,Fantasy,1,Light Novel,Shounen,24,24,Medium,Medium,3.99,8.4,4,Winter,2022,1,4.09,42.7,Flop
